Study: 1.2.840.113704.1.111.9080.1103724250.1
248.75624640066812 191.49560495875227
249.75862086792267 190.994417725125
250.5104017183636 190.74382410831134
251.2621825688045 190.49323049149774
252.01396341924539 189.99204325787045
252.7657442696863 189.49085602424316
253.76811873694086 189.24026240742955
254.51989958738176 188.48848155698863
255.27168043782268 188.237887940175
256.27405490507726 187.4861070897341
257.0258357555181 186.9849198561068
257.777616605959 186.48373262247955
258.5293974563999 185.98254538885226
259.28117830684084 185.481358155225
260.03295915728177 184.98017092159773
260.7847400077227 184.47898368797047
261.7871144749772 184.2283900711568
262.53889532541814 183.72720283752955
263.29067617585906 183.47660922071591
264.2930506431136 182.72482837027502
265.0448314935545 182.22364113664776
265.79661234399543 181.9730475198341
266.54839319443624 181.47186028620683
267.30017404487717 180.7200794357659
268.30254851213175 180.21889220213865
269.30492297938633 179.71770496851138
270.30729744664086 179.2165177348841
271.0590782970817 178.4647368844432
272.0614527643363 177.9635496508159
272.81323361477723 176.96117518356135
273.5650144652181 175.95880071630683
274.316795315659 175.2070198658659
275.06857616609994 174.20464539861138
275.8203570165408 173.20227093135685
276.32154425016813 172.19989646410227
276.82273148379534 171.19752199684774
277.32391871742266 170.1951475295932
277.32391871742266 169.4433666791523
277.32391871742266 168.44099221189776
277.32391871742266 167.68921136145684
277.32391871742266 166.68683689420232
277.073325100609 165.68446242694773
276.82273148379534 164.93268157650687
276.57213786698173 163.93030710925228
276.32154425016813 162.92793264199776
275.8203570165408 162.17615179155683
275.5697633997272 161.42437094111594
275.3191697829136 160.17140285704775
275.06857616609994 159.41962200660686
275.06857616609994 158.66784115616593
275.06857616609994 157.91606030572504
275.06857616609994 157.16427945528412
275.06857616609994 156.41249860484322
275.06857616609994 155.41012413758867
275.3191697829136 154.65834328714777
275.5697633997272 153.90656243670685
276.07095063335447 153.15478158626593
276.57213786698173 152.40300073582503
277.32391871742266 151.90181350219777
278.0756995678636 151.15003265175687
279.0780740351181 150.39825180131595
280.08044850237263 149.64647095087503
281.08282296962716 148.89469010043413
281.8346038200681 148.39350286680684
282.586384670509 148.14290924999324
283.58875913776353 147.39112839955231
284.34053998820445 147.14053478273868
285.0923208386454 147.14053478273868
285.8441016890863 146.88994116592505
286.59588253952717 146.88994116592505
287.3476633899681 146.6393475491114
288.3500378572227 146.6393475491114
289.6030059412908 146.6393475491114
290.855974025359 146.6393475491114
291.8583484926136 146.88994116592505
292.8607229598681 147.39112839955231
293.8630974271226 147.89231563317958
294.61487827756355 148.39350286680684
295.36665912800447 149.14528371724776
296.1184399784454 149.64647095087503
297.12081444569986 150.39825180131595
297.8725952961408 150.8994390349432
298.87496976339537 151.65121988538414
299.6267506138363 152.1524071190114
300.37853146427716 152.90418796945232
301.1303123147181 153.4053752030796
301.88209316515895 153.90656243670685
302.6338740155999 154.4077496703341
303.3856548660408 155.15953052077504
304.638622950109 155.91131137121596
305.64099741736356 156.91368583847049
306.6433718846181 157.6654666889114
307.39515273505896 158.4172475393523
308.39752720231354 159.41962200660686
309.14930805275446 160.42199647386138
309.6504952863817 161.1737773243023
310.151682520009 162.17615179155683
310.65286975363625 162.92793264199776
311.1540569872635 163.67971349243868
311.90583783770444 164.6820879596932
312.15643145451804 165.43386881013413
312.65761868814536 166.18564966057502
313.1588059217726 167.18802412782958
313.91058677221355 168.44099221189776
314.16118038902715 169.19277306233866
314.6623676226544 170.44574114640682
314.9129612394681 171.44811561366137
315.16355485628173 172.19989646410227
315.41414847309534 172.9516773145432
315.66474208990894 173.7034581649841
315.66474208990894 174.70583263223864
315.66474208990894 175.45761348267956
315.9153357067226 176.4599879499341
316.16592932353626 177.46236241718864
316.16592932353626 178.4647368844432
316.41652294034986 179.2165177348841
316.6671165571635 180.46948581895228
316.6671165571635 181.22126666939317
316.6671165571635 181.9730475198341
316.6671165571635 182.72482837027502
316.6671165571635 183.47660922071591
316.6671165571635 184.7295773047841
316.6671165571635 185.73195177203866
316.6671165571635 186.73432623929318
316.6671165571635 187.4861070897341
316.6671165571635 188.48848155698863
316.6671165571635 189.24026240742955
316.6671165571635 190.24263687468408
316.6671165571635 191.49560495875227
316.6671165571635 192.99916665963408
316.6671165571635 194.25213474370224
316.6671165571635 195.2545092109568
316.6671165571635 196.25688367821135
316.6671165571635 197.00866452865228
316.6671165571635 197.76044537909317
316.6671165571635 198.51222622953406
316.6671165571635 199.264007079975
316.6671165571635 200.2663815472295
316.41652294034986 201.26875601448407
316.16592932353626 202.02053686492496
315.66474208990894 203.02291133217955
315.41414847309534 203.77469218262044
314.9129612394681 204.52647303306134
314.6623676226544 205.52884750031586
314.4117740058408 206.53122196757045
314.4117740058408 207.28300281801134
313.91058677221355 208.2853772852659
313.40939953858623 209.03715813570682
312.90821230495897 209.78893898614768
312.65761868814536 210.5407198365886
312.15643145451804 211.2925006870295
311.4046506040772 212.29487515428406
310.90346337044986 213.2972496215386
310.40227613682265 214.0490304719795
309.90108890319533 214.80081132242043
309.14930805275446 215.80318578967496
308.64812081912714 216.55496664011588
307.6457463518726 217.80793472418407
307.14455911824535 218.55971557462496
306.6433718846181 219.31149642506585
305.89159103417717 220.06327727550678
305.3904038005499 220.8150581259477
304.638622950109 221.5668389763886
303.88684209966806 222.06802621001586
303.1350612492272 222.56921344364315
302.38328039878627 223.0704006772704
301.63149954834535 223.57158791089768
300.8797186979045 224.07277514452497
300.12793784746356 224.3233687613386
299.37615699702263 224.82455599496586
298.37378252976805 225.32574322859313
297.3714080625135 225.8269304622204
296.61962721207266 226.32811769584765
295.86784636163173 226.82930492947497
294.61487827756355 227.07989854628858
293.8630974271226 227.5810857799159
292.8607229598681 228.33286663035676
292.1089421094272 228.58346024717042
291.10656764217265 229.08464748079768
290.3547867917317 229.58583471442495
289.6030059412908 229.8364283312386
288.8512250908499 230.33761556486587
288.099444240409 230.33761556486587
286.8464761563408 230.58820918167953
285.8441016890863 230.83880279849313
285.0923208386454 231.0893964153068
284.08994637139085 231.0893964153068
283.33816552094993 231.0893964153068
282.586384670509 231.0893964153068
281.3334165864408 231.0893964153068
280.5816357359999 231.0893964153068
279.82985488555903 231.0893964153068
278.57688680149084 231.0893964153068
277.32391871742266 231.0893964153068
276.32154425016813 231.0893964153068
275.5697633997272 231.0893964153068
274.5673889324727 231.0893964153068
273.81560808203176 231.0893964153068
272.81323361477723 231.0893964153068
271.81085914752265 230.83880279849313
270.80848468026807 230.33761556486587
269.80611021301354 230.0870219480522
268.803735745759 229.58583471442495
267.5507676616908 229.08464748079768
266.54839319443624 228.58346024717042
265.79661234399543 228.58346024717042
264.2930506431136 227.8316793967295
263.29067617585906 227.5810857799159
262.2883017086045 227.07989854628858
261.53652085816356 227.07989854628858
260.53414639090903 226.32811769584765
259.53177192365445 226.07752407903405
258.5293974563999 225.32574322859313
257.5270229891454 224.82455599496586
256.77524213870447 224.3233687613386
255.77286767144994 223.57158791089768
255.02108682100905 223.57158791089768
254.26930597056813 223.0704006772704
253.26693150331357 222.56921344364315
252.51515065287265 222.06802621001586
251.51277618561815 221.31624535957496
250.25980810154996 220.56446450913404
249.50802725110904 220.06327727550678
248.5056527838545 219.56209004187951
247.50327831659993 218.8103091914386
246.5009038493454 217.80793472418407
245.7491229989045 217.3067474905568
244.9973421484636 217.05615387374314
244.24556129802266 216.30437302330222
243.49378044758177 215.80318578967496
242.74199959714085 215.05140493923406
241.99021874669998 214.55021770560677
241.23843789625906 213.79843685516587
240.2360634290045 213.04665600472498
239.48428257856358 212.29487515428406
238.98309534493632 211.54309430384313
238.48190811130905 210.5407198365886
237.73012726086816 209.53834536933408
237.47953364405453 208.5359709020795
236.97834641042724 207.28300281801134
236.7277527936136 206.03003473394318
236.7277527936136 205.27825388350226
236.47715917679997 204.02528579943407
236.22656555998634 203.27350494899318
235.97597194317268 202.52172409855228
235.97597194317268 201.76994324811136
235.97597194317268 201.01816239767044
235.97597194317268 200.2663815472295
235.97597194317268 199.51460069678862
235.97597194317268 198.76281984634772
235.97597194317268 198.0110389959068
235.97597194317268 197.25925814546588
235.97597194317268 196.50747729502498
235.97597194317268 195.7556964445841
236.47715917679997 195.00391559414317
slice_number: 7
nb_points_on_contour: 317
230.21231875645898 197.25925814546588
230.7135059900863 196.507477295025
231.46528684052723 196.0062900613977
232.2170676909681 195.7556964445841
232.96884854140902 195.00391559414317
233.72062939184994 194.00154112688864
234.7230038591045 193.24976027644772
235.72537832635905 192.2473858091932
236.47715917679997 191.49560495875227
237.47953364405453 190.994417725125
238.23131449449536 190.24263687468408
239.23368896174992 189.24026240742955
239.9854698121908 188.48848155698863
240.23606342900447 187.7367007065477
240.7372506626317 186.73432623929318
241.23843789625903 185.98254538885226
241.48903151307263 185.23076453841134
241.73962512988626 184.47898368797047
241.73962512988626 183.47660922071591
241.73962512988626 182.47423475346133
241.73962512988626 181.7224539030205
241.73962512988626 180.97067305257957
241.73962512988626 180.21889220213865
241.73962512988626 179.46711135169772
241.73962512988626 178.71533050125677
241.73962512988626 177.96354965081593
241.73962512988626 177.211768800375
241.73962512988626 176.2093943331204
241.48903151307263 175.45761348267956
241.23843789625903 173.95405178179772
240.7372506626317 172.70108369772956
240.7372506626317 171.94930284728866
240.48665704581808 171.19752199684774
240.23606342900447 170.44574114640682
240.23606342900447 169.69396029596592
239.9854698121908 168.94217944552503
239.73487619537724 168.1903985950841
239.48428257856355 167.4386177446432
239.48428257856355 166.68683689420232
239.23368896174992 165.9350560437614
238.98309534493632 165.18327519332047
238.73250172812268 164.43149434287957
238.481908111309 163.1785262588114
237.98072087768176 161.9255581747432
237.47953364405453 160.67259009067502
237.22894002724084 159.6702156234205
236.47715917679997 158.66784115616593
236.22656555998628 157.91606030572504
235.97597194317265 156.91368583847049
235.47478470954536 155.91131137121596
235.22419109273173 155.15953052077504
234.97359747591813 154.1571560535205
234.4724102422908 153.15478158626593
234.4724102422908 152.40300073582503
234.22181662547717 151.65121988538414
233.97122300866357 150.39825180131595
233.72062939184994 149.64647095087503
233.72062939184994 148.89469010043413
233.47003577503625 148.14290924999324
233.47003577503625 147.39112839955231
233.47003577503625 146.6393475491114
233.47003577503625 145.8875666986705
233.47003577503625 145.1357858482296
233.47003577503625 144.38400499778868
233.47003577503625 143.6322241473478
233.47003577503625 142.37925606327963
233.47003577503625 141.6274752128387
233.47003577503625 140.37450712877052
233.97122300866357 139.12153904470233
234.4724102422908 138.3697581942614
234.7230038591045 137.6179773438205
235.47478470954536 136.61560287656596
235.97597194317265 135.61322840931143
236.7277527936136 134.61085394205688
237.47953364405453 133.60847947480232
238.23131449449536 132.85669862436143
238.98309534493632 132.10491777392053
239.73487619537724 131.60373054029324
240.48665704581808 130.85194968985235
241.48903151307263 130.10016883941142
242.24081236351353 129.59898160578416
242.99259321395442 129.34838798897053
243.74437406439534 129.09779437215687
244.9973421484636 128.5966071385296
245.74912299890445 128.34601352171597
246.50090384934538 128.34601352171597
247.50327831659993 128.34601352171597
248.25505916704086 128.34601352171597
249.00684001748166 128.34601352171597
250.00921448473625 128.34601352171597
251.0115889519908 128.34601352171597
252.01396341924536 128.34601352171597
252.76574426968628 128.34601352171597
253.7681187369408 128.34601352171597
255.02108682100905 128.34601352171597
256.27405490507726 128.34601352171597
257.0258357555181 128.34601352171597
257.777616605959 128.34601352171597
258.5293974563999 128.34601352171597
259.28117830684084 128.34601352171597
260.03295915728177 128.34601352171597
261.0353336245363 128.34601352171597
261.7871144749772 128.34601352171597
262.78948894223174 128.34601352171597
263.54126979267267 128.34601352171597
264.5436442599272 128.34601352171597
265.2954251103681 128.34601352171597
266.04720596080904 128.5966071385296
267.30017404487717 128.84720075534324
268.0519548953181 128.84720075534324
269.30492297938633 129.09779437215687
270.05670382982714 129.34838798897053
271.05907829708167 129.34838798897053
271.8108591475226 129.59898160578416
272.5626399979635 129.8495752225978
273.56501446521804 130.10016883941142
274.8179825492863 130.6013560730387
276.32154425016813 131.3531369234796
277.32391871742266 131.60373054029324
278.5768868014908 132.35551139073414
279.3286676519317 132.6061050075478
280.33104211918624 133.10729224117506
281.33341658644076 133.60847947480232
282.3357910536954 134.36026032524325
282.8369782873226 135.11204117568414
283.83935275457713 135.36263479249777
284.59113360501806 135.86382202612506
285.342914455459 136.36500925975233
286.0946953058999 136.8661964933796
286.8464761563408 137.36738372700688
288.09944424040896 137.86857096063414
289.3524123244772 138.62035181107507
289.8535995581044 139.37213266151596
291.10656764217265 139.87331989514325
292.1089421094272 140.62510074558415
292.8607229598681 141.12628797921144
293.612503810309 142.12866244646597
294.36428466074983 142.88044329690686
295.11606551119075 143.38163053053415
295.8678463616317 144.13341138097505
296.369033595259 145.1357858482296
297.1208144456998 146.13816031548413
297.87259529614073 146.6393475491114
298.62437614658165 147.64172201636595
299.3761569970226 148.6440964836205
300.1279378474635 149.14528371724776
300.8797186979044 150.14765818450232
301.63149954834535 150.8994390349432
302.38328039878627 152.1524071190114
302.8844676324135 152.90418796945232
303.3856548660408 153.65596881989322
304.3880293332953 154.4077496703341
304.6386229501089 155.15953052077504
305.39040380054985 156.16190498802956
305.89159103417717 157.16427945528412
306.3927782678044 158.16665392253867
307.1445591182453 159.41962200660686
307.6457463518726 160.17140285704775
307.8963399686862 161.1737773243023
308.64812081912714 161.67496455792957
308.89871443594075 162.4267454083705
309.39990166956807 163.42911987562502
310.4022761368226 164.43149434287957
310.9034633704498 165.43386881013413
311.4046506040771 166.43624327738866
311.90583783770444 167.18802412782958
312.15643145451804 167.93980497827047
312.90821230495897 168.94217944552503
313.4093995385862 170.1951475295932
313.6599931553999 171.19752199684774
314.1611803890271 172.45049008091593
314.4117740058408 173.20227093135685
314.6623676226544 173.95405178179772
315.16355485628173 174.9564262490523
315.41414847309534 175.7082070994932
315.66474208990894 176.4599879499341
315.91533570672254 177.71295603400227
316.16592932353626 178.4647368844432
316.16592932353626 179.46711135169772
316.16592932353626 180.21889220213865
316.16592932353626 181.22126666939315
316.16592932353626 181.9730475198341
316.16592932353626 182.72482837027502
316.16592932353626 183.72720283752952
316.16592932353626 184.47898368797047
316.16592932353626 185.23076453841134
316.16592932353626 186.2331390056659
316.16592932353626 186.98491985610679
316.16592932353626 187.98729432336137
316.41652294034986 188.73907517380226
316.41652294034986 189.99204325787045
316.41652294034986 190.74382410831134
316.41652294034986 191.99679219237953
316.41652294034986 192.99916665963408
316.41652294034986 193.75094751007498
316.41652294034986 195.00391559414317
315.91533570672254 196.25688367821135
315.66474208990894 197.00866452865228
315.66474208990894 197.7604453790932
315.41414847309534 198.76281984634772
315.16355485628173 199.76519431360225
314.912961239468 200.7675687808568
314.912961239468 201.5193496312977
314.6623676226544 202.52172409855228
314.1611803890271 203.5240985658068
313.9105867722135 204.27587941624768
313.9105867722135 205.02766026668857
313.6599931553999 205.77944111712952
313.15880592177257 206.78181558438405
312.90821230495897 207.78419005163857
312.40702507133165 208.78656451889313
311.90583783770444 209.78893898614768
311.6552442208907 210.5407198365886
310.9034633704498 212.0442815374704
310.4022761368226 213.04665600472498
310.151682520009 213.79843685516587
309.65049528638167 214.55021770560677
309.14930805275446 215.55259217286132
308.9298482944225 217.45874235607357
308.9298482944225 218.58358367007224
308.9298482944225 219.70842498407092
308.1799540850901 220.83326629806965
307.05511277109144 222.33305471673452
306.30521856175903 223.83284313539946
305.18037724776025 224.95768444939816
304.8054301430941 226.0825257633968
304.0555359337616 227.20736707739553
302.9306946197629 228.7071554960604
302.55574751509675 229.8319968100591
301.4309062010981 230.58189101939155
301.0559590964318 231.70673233339025
300.3060648870994 232.83157364738895
300.3060648870994 234.33136206605383
299.5561706777669 235.45620338005253
298.4313293637682 236.20609758938497
297.30648804976954 236.95599179871743
296.18164673577087 237.7058860080499
295.0568054217722 237.7058860080499
293.9319641077734 237.7058860080499
292.80712279377474 238.45578021738237
292.0572285844423 239.58062153138104
290.93238727044366 239.95556863604727
290.18249306111124 241.08040995004595
289.0576517471126 241.08040995004595
287.9328104331138 241.83030415937841
286.8079691191151 242.20525126404465
285.68312780511644 242.20525126404465
284.55828649111777 242.20525126404465
283.4334451771191 242.20525126404465
282.3086038631204 242.20525126404465
281.18376254912175 242.20525126404465
280.0589212351231 242.20525126404465
278.9340799211244 242.20525126404465
277.8092386071256 241.83030415937841
276.3094501884607 240.7054628453797
275.184608874462 240.7054628453797
274.05976756046334 240.7054628453797
272.93492624646467 240.7054628453797
271.43513782779974 240.7054628453797
270.31029651380106 240.33051574071348
269.1854551998024 239.95556863604725
268.0606138858037 239.2056744267148
266.93577257180505 238.83072732204857
265.8109312578064 238.08083311271614
264.6860899438077 237.33093890338367
263.56124862980903 236.95599179871743
263.18630152514277 235.83115048471876
262.8113544204765 234.7063091707201
262.0614602111441 233.5814678567214
260.9366188971454 232.83157364738895
260.1867246878129 231.70673233339025
259.4368304784805 230.58189101939155
258.3119891644818 229.8319968100591
257.18714785048314 229.08210260072667
256.06230653648447 228.3322083913942
255.68735943181824 227.20736707739553
254.9374652224857 226.0825257633968
254.56251811781956 224.95768444939816
254.56251811781956 223.83284313539946
254.56251811781956 222.70800182140079
254.1875710131533 221.58316050740206
253.8126239084871 220.45831919340338
253.06272969915457 219.3334778794047
253.5175251201272 218.0585283409977
252.76574426968628 217.80793472418407
251.7633698024317 217.05615387374314
250.51040171836357 216.30437302330222
249.75862086792264 215.80318578967496
248.7562464006681 215.05140493923406
248.00446555022717 214.55021770560677
247.0020910829727 214.29962408879317
245.99971661571814 213.79843685516587
244.7467485316499 213.04665600472498
243.74437406439534 212.5454687710977
242.7419995971408 212.0442815374704
241.99021874669995 211.54309430384313
240.9878442794454 211.04190707021587
239.9854698121908 210.5407198365886
239.23368896174992 210.29012621977495
238.481908111309 209.78893898614768
237.47953364405453 209.53834536933408
236.7277527936136 209.28775175252042
235.72537832635905 208.5359709020795
235.22419109273173 207.78419005163857
234.4724102422908 207.28300281801134
233.97122300866357 206.53122196757045
233.47003577503625 205.77944111712952
233.21944215822265 204.77706664987497
232.7182549245954 204.02528579943407
232.2170676909681 203.02291133217955
231.71588045734086 201.76994324811136
231.21469322371354 200.7675687808568
230.96409960689994 199.76519431360225
230.7135059900863 199.01341346316133
230.7135059900863 198.26163261272043
230.7135059900863 197.50985176227954
230.7135059900863 196.75807091183862
nb_points_on_contour: 331
201.14345920607718 189.74144964105682
199.8904911220091 189.24026240742955
199.1387102715682 188.48848155698863
198.1363358043136 187.7367007065477
197.38455495387268 187.23551347292045
196.63277410343176 186.73432623929318
195.37980601936366 186.73432623929318
194.87861878573636 185.98254538885226
194.12683793529547 185.23076453841134
193.62565070166818 184.47898368797047
193.1244634680409 183.72720283752955
192.62327623441362 182.72482837027502
192.12208900078633 181.47186028620683
191.8714953839727 180.7200794357659
191.11971453353178 179.71770496851138
190.61852729990457 178.7153305012568
190.11734006627728 177.71295603400227
189.36555921583638 176.71058156674775
189.11496559902272 175.95880071630683
188.61377836539543 175.2070198658659
188.11259113176817 174.20464539861138
187.36081028132725 173.20227093135685
187.11021666451362 172.45049008091593
186.60902943088635 171.44811561366134
186.10784219725912 170.69633476322048
185.3560613468182 169.69396029596592
184.85487411319093 168.94217944552503
184.60428049637727 168.1903985950841
183.85249964593635 167.18802412782958
182.8501251786818 166.43624327738866
181.84775071142727 165.68446242694773
181.34656347780003 164.93268157650687
180.5947826273591 164.6820879596932
179.59240816010455 164.18090072606594
178.84062730966363 163.67971349243868
177.83825284240908 163.42911987562502
177.08647199196818 163.1785262588114
176.33469114152726 162.92793264199776
175.0817230574591 162.92793264199776
173.82875497339091 162.92793264199776
172.57578688932273 162.92793264199776
171.57341242206817 162.92793264199776
170.57103795481368 162.92793264199776
169.81925710437275 162.92793264199776
168.8168826371182 163.1785262588114
167.81450816986364 163.42911987562502
166.56154008579549 164.18090072606594
165.8097592353546 164.18090072606594
164.55679115128638 164.93268157650687
163.55441668403188 165.43386881013413
162.80263583359095 165.68446242694773
162.05085498315003 166.18564966057502
161.29907413270914 166.68683689420232
160.29669966545458 167.18802412782958
159.79551243182732 167.93980497827044
159.0437315813864 168.44099221189776
158.29195073094547 168.94217944552503
157.54016988050455 169.19277306233866
157.0389826468773 169.94455391277955
156.28720179643642 170.69633476322048
155.5354209459955 171.44811561366134
154.78364009555457 172.19989646410227
154.03185924511368 172.9516773145432
153.28007839467278 173.45286454817045
152.52829754423186 174.20464539861138
151.77651669379094 174.70583263223864
151.02473584335002 174.9564262490523
150.27295499290915 175.2070198658659
149.52117414246823 175.7082070994932
148.5187996752137 175.95880071630683
147.76701882477278 176.4599879499341
147.01523797433185 176.96117518356135
146.26345712389093 177.211768800375
145.51167627345006 177.71295603400227
144.75989542300914 178.4647368844432
144.00811457256822 178.7153305012568
143.50692733894095 179.46711135169772
143.0057401053137 180.21889220213865
142.75514648850003 180.97067305257957
142.25395925487277 181.72245390302044
142.00336563805917 182.47423475346136
141.7527720212455 183.22601560390228
141.50217840443185 183.9777964543432
141.00099117080458 184.98017092159773
141.00099117080458 185.73195177203866
140.49980393717732 186.73432623929318
140.24921032036372 187.7367007065477
140.24921032036372 188.48848155698863
139.99861670355006 189.24026240742955
139.99861670355006 189.99204325787045
139.99861670355006 190.74382410831134
139.99861670355006 191.99679219237953
139.99861670355006 192.99916665963408
139.99861670355006 194.00154112688864
140.24921032036372 195.2545092109568
140.49980393717732 196.0062900613977
141.00099117080458 197.00866452865228
141.50217840443185 197.76044537909317
141.50217840443185 198.51222622953406
142.00336563805917 199.264007079975
143.0057401053137 200.51697516404317
143.2563337221273 201.5193496312977
144.25870818938188 202.52172409855228
144.75989542300914 203.27350494899315
145.01048903982274 204.02528579943407
145.76226989026367 205.27825388350226
147.01523797433185 205.77944111712952
147.01523797433185 206.53122196757045
147.2658315911455 207.28300281801134
147.51642520795912 208.03478366845223
148.0176124415864 208.78656451889316
148.26820605840004 209.53834536933408
148.5187996752137 210.29012621977498
149.01998690884096 211.54309430384313
149.52117414246823 212.29487515428406
149.77176775928186 213.2972496215386
149.77176775928186 214.0490304719795
150.0223613760955 215.05140493923406
150.0223613760955 215.80318578967496
150.0223613760955 216.55496664011588
150.0223613760955 217.3067474905568
150.0223613760955 218.0585283409977
149.77176775928186 218.8103091914386
149.52117414246823 219.56209004187951
148.7693932920273 220.56446450913404
148.26820605840004 221.5668389763886
147.51642520795912 222.3186198268295
147.01523797433185 223.0704006772704
146.26345712389096 223.32099429408407
145.2610826566364 224.3233687613386
144.5093018061955 224.82455599496586
143.75752095575461 225.32574322859313
143.0057401053137 225.5763368454068
142.25395925487277 225.8269304622204
141.50217840443187 226.07752407903405
140.75039755399098 226.07752407903405
139.99861670355006 226.07752407903405
138.99624223629553 226.07752407903405
138.2444613858546 226.07752407903405
137.24208691860008 226.07752407903405
136.49030606815916 226.07752407903405
135.48793160090463 226.07752407903405
134.7361507504637 226.07752407903405
133.73377628320915 226.07752407903405
132.7314018159546 226.07752407903405
131.4784337318864 226.07752407903405
130.22546564781825 226.07752407903405
128.97249756375007 226.07752407903405
127.7195294796819 226.07752407903405
126.71715501242734 226.32811769584765
125.7147805451728 226.5787113126613
124.71240607791826 226.82930492947497
123.96062522747734 227.07989854628858
123.20884437703644 227.33049216310224
122.70765714340916 228.08227301354316
121.95587629296826 228.58346024717042
121.70528267615461 229.8364283312386
121.70528267615461 230.58820918167953
121.20409544252736 231.59058364893406
121.20409544252736 232.34236449937492
121.20409544252736 233.09414534981585
121.45468905934099 234.09651981707043
121.95587629296826 234.8483006675113
122.70765714340916 235.85067513476582
123.20884437703644 236.8530496020204
123.45943799385007 237.60483045246133
123.96062522747734 238.3566113029022
124.21121884429098 239.10839215334312
124.71240607791826 239.86017300378404
124.71240607791826 240.61195385422496
125.46418692835917 241.11314108785223
125.46418692835917 241.8649219382931
126.21596777880006 242.3661091719204
126.96774862924097 243.61907725598854
127.7195294796819 244.87204534005673
128.4713103301228 245.62382619049765
129.72427841419096 246.62620065775218
130.47605926463189 247.62857512500676
131.4784337318864 248.88154320907495
132.98199543276826 250.13451129314308
133.98436990002278 251.38747937721132
135.23733798409097 251.88866661083858
135.73852521771823 252.64044746127945
136.7408996849728 253.39222831172037
137.49268053541368 254.1440091621613
138.2444613858546 254.64519639578856
138.99624223629553 255.14638362941582
139.74802308673642 255.6475708630431
140.49980393717732 255.89816447985675
141.50217840443187 256.399351713484
142.25395925487277 256.6499453302976
143.50692733894095 257.15113256392493
144.25870818938188 257.40172618073854
145.01048903982277 257.6523197975522
146.01286350707733 257.90291341436586
147.01523797433185 258.6546942648067
148.0176124415864 258.9052878816204
149.01998690884096 259.40647511524764
149.77176775928186 259.6570687320613
150.7741422265364 259.9076623488749
151.77651669379097 259.9076623488749
152.7788911610455 259.9076623488749
153.53067201148642 259.9076623488749
154.2824528619273 259.9076623488749
155.03423371236823 259.9076623488749
156.03660817962276 259.9076623488749
156.78838903006368 259.9076623488749
157.54016988050458 259.9076623488749
158.2919507309455 259.9076623488749
159.0437315813864 259.9076623488749
159.79551243182732 259.6570687320613
160.5472932822682 259.6570687320613
161.29907413270914 259.6570687320613
162.05085498315003 259.6570687320613
163.0532294504046 259.40647511524764
163.80501030084548 259.155881498434
164.80738476810004 259.155881498434
165.55916561854093 258.9052878816204
166.31094646898185 258.6546942648067
167.06272731942278 258.4041006479931
168.0651017866773 258.4041006479931
168.81688263711823 258.4041006479931
169.81925710437275 258.15350703117946
170.8216315716273 258.15350703117946
171.5734124220682 257.90291341436586
172.32519327250913 257.6523197975522
173.07697412295002 257.15113256392493
173.82875497339094 256.6499453302976
174.58053582383184 256.399351713484
175.33231667427276 256.14875809667035
176.08409752471366 255.89816447985675
176.83587837515455 255.39697724622948
177.58765922559547 254.89579001260222
177.58765922559547 254.1440091621613
178.08884645922274 253.39222831172037
179.59240816010455 254.1440091621613
180.34418901054548 253.89341554534758
180.5947826273591 253.1416346949067
180.5947826273591 252.38985384446585
180.5947826273591 251.63807299402492
180.5947826273591 250.63569852677034
180.5947826273591 249.88391767632947
180.5947826273591 249.13213682588855
180.5947826273591 248.38035597544769
180.5947826273591 247.1273878913795
180.5947826273591 246.12501342412492
180.5947826273591 245.1226389568704
180.5947826273591 244.12026448961586
180.84537624417268 243.11789002236128
181.34656347780003 242.3661091719204
181.59715709461358 241.61432832147943
182.09834432824087 240.86254747103857
182.3489379450545 239.86017300378404
182.8501251786818 239.10839215334312
183.35131241230908 238.1060176860886
183.85249964593635 237.10364321883407
184.10309326275 236.10126875157948
184.60428049637727 235.09889428432496
184.85487411319093 234.34711343388403
185.3560613468182 233.34473896662945
185.85724858044549 232.34236449937492
186.35843581407266 231.59058364893406
186.85962304769996 230.58820918167953
187.61140389814088 230.0870219480522
188.3631847485818 229.08464748079768
189.11496559902272 228.3328666303567
189.86674644946365 227.5810857799159
190.86912091671812 227.07989854628858
191.87149538397267 226.82930492947497
192.6232762344136 226.5787113126613
193.37505708485452 225.8269304622204
194.12683793529547 225.5763368454068
194.87861878573636 225.0751496117795
195.6303996361772 224.82455599496586
196.38218048661813 224.3233687613386
197.13396133705905 223.82218152771134
197.88574218749997 223.32099429408407
198.6375230379409 222.81980706045675
199.38930388838182 222.56921344364315
200.14108473882274 222.06802621001586
200.89286558926358 221.81743259320223
202.14583367333177 221.56683897638857
203.14820814058635 221.06565174276133
203.89998899102727 220.56446450913404
204.6517698414682 220.06327727550675
205.15295707509534 219.06090280825222
205.90473792553627 218.8103091914386
206.65651877597722 217.5573411073704
207.65889324323177 216.55496664011588
207.90948686004543 215.5525921728613
208.41067409367272 214.29962408879317
208.9118613273 213.29724962153858
209.41304856092728 211.7936879206568
209.41304856092728 210.79131345340224
209.41304856092728 210.03953260296134
209.41304856092728 209.03715813570682
209.41304856092728 208.2853772852659
209.41304856092728 207.2830028180113
209.41304856092728 206.53122196757045
209.41304856092728 205.7794411171295
209.41304856092728 205.02766026668857
